car_park_no,address,x_coord,y_coord,night_parking
STM1,BLK 169A STIRLING ROAD,24647.2485,30296.4074,YES
STM2,BLK 171A STIRLING ROAD,24703.9688,30248.287,YES
STM3,BLK 168-171 STIRLING ROAD,24662.1367,30248.061,YES
S100,BLK 472 FERNVALE STREET,33385.8789,42084.1752,YES
S101,BLK 470 FERNVALE LINK,33130.4351,42095.6631,YES
S102,BLK 164 RIVERVALE CRESCENT,36266.5706,41244.503,YES
S103,BLK 293 COMPASSVALE CRESCENT,34896.2847,42025.6613,YES
S104,BLK 215 COMPASSVALE DRIVE,34647.5273,41351.7558,YES
S105,BLK 217 COMPASSVALE DRIVE,34803.9591,41294.0789,YES
S106,BLK 278 COMPASSVALE BOW,34316.7374,40374.0494,YES
S107,BLK 338 ANCHORVALE CRESCENT,34275.0208,42337.3597,YES
S108,BLK 289 COMPASSVALE CRESCENT,35081.2721,42217.8028,YES
S109,BLK 417 FERNVALE LINK,33183.7608,41498.5269,YES
S110,BLK 351 ANCHORVALE ROAD,33931.8699,41689.9061,YES
S111,BLK 455 SENGKANG WEST AVE,32220.5882,41525.3527,YES
S112,BLK 457 SENGKANG WEST RD,32051.503,41600.0851,YES
S113,BLK 353 ANCHORVALE LANE,33824.527,41667.8944,YES
S116,BLK 402 FERNVALE LANE,32217.7375,41139.4688,YES
S13L,351A-351D ANCHORVALE ROAD,33976.3641,41801.3132,NO
S14L,"353A-353B,355A,356A-356B ANCHORVALE LANE",33672.15,41719.2634,NO
S19L,BLK 501B WELLINGTON CIRCLE,26619.279,48110.2064,NO
S24L,BLK 507A WELLINGTON CIRCLE,26930.1313,48308.6929,NO
S28L,BLK 489 ADMIRALTY LINK,26156.746,48492.1384,NO
S30L,SENGKANG EAST WAY,34845.4319,41829.1525,NO
S36L,BLK 121A AND 121B CANBERRA STREET,28033.599,47720.0557,NO
S38L,"BLK 128A, 128B, 129A AND 130A CANBERRA STREET AND CANBERRA CRESCENT",27945.3404,47471.3997,NO
S39L,BLK 542A/542 SERANGOON NORTH AVENUE 4,32277.158,39545.2552,NO
S40L,BLK 115B AND 115C CANBERRA WALK,27600.8748,47574.1207,NO
S43L,"BLK 117A, 117B, 118A AND 118B CANBERRA CRESCENT",27659.3104,47371.4915,NO
S45A,BLK 132C AND 133 CANBERRA VIEW,27764.9761,47188.8337,NO
S45L,BLK 132A AND 132B CANBERRA CRESCENT,27821.7372,47226.2109,NO
S47L,"BLK 109A, 109B,109C & 109D CANBERRA WALK",27557.5807,47754.0354,NO
S69A,BLK 437 FERNVALE ROAD,32847.355,41553.4443,NO
TAM1,BLK 507 TAMPINES CENTRAL 1,40534.8059,37474.7126,YES
TAM2,BLK 475 TAMPINES STREET 44,41336.4164,38040.1724,YES
TBCM,BLK 16A TELOK BLANGAH CRESCENT,26642.874,28889.9336,YES
TBC2,BLK 23A TELOK BLANGAH CRESCENT,26594.4985,28690.7096,YES
TBC3,BLK 3A TELOK BLANGAH CRESCENT,26248.2192,29055.7391,YES
TBK,BLK 84 TELOK BLANGAH HTS,25410.0758,28869.5953,NO
TBL,BLK 90B TELOK BLANGAH ST 31,25044.3866,28772.2926,NO
TBM,BLK 48A TELOK BLANGAH DRIVE,25479.2441,28253.7507,YES
TBMT,BLK 80 TELOK BLANGAH ST 31,25059.9661,28475.4537,NO
TBM2,BLK 73A TELOK BLANGAH STREET 32,25318.3879,28642.2103,YES
TBM3,BLK 78A TELOK BLANGAH STREET 32,25290.5101,28428.7979,YES
TBM4,BLK 88A TELOK BLANGAH HEIGHTS,25156.3228,28862.5317,YES
TBM5,BLK 57A TELOK BLANGAH HEIGHTS,25599.7585,28608.3876,YES
TBM6,BLK 52A TELOK BLANGAH DR,25528.5116,28424.2252,YES
TBM7,BLK 70 TELOK BLANGAH HEIGHTS,25497.8422,28748.5546,YES
TBM8,BLK 90 TELOK BLANGAH STREET 31,25102.2101,28852.5891,YES
TBM9,BLK 93 TELOK BLANGAH STREET 31,25092.2521,28584.6862,YES
TB1,BLK 1/2/3/4/6 TELOK BLANGAH CRES,26359.0527,28989.3284,NO
TB10,BLK 38/40 TELOK BLANGAH RISE,26874.703,28321.7568,YES
TB11,BLK 42/43 TELOK BLANGAH RISE,26911.2155,28123.4116,YES
TB14,BLK 113/114 DEPOT ROAD,25109.3906,29363.2539,YES
TB17,BLK 50/71 TELOK BLANGAH DRIVE,25740.9065,28588.0794,YES
TB18,BLK 72/74/84 TELOK BLANGAH DRIVE,25383.8683,28775.7738,YES
TB19,BLK 75/76 TELOK BLANGAH DRIVE,25261.3047,28571.479,YES
TB2,BLK 8-10 TELOK BLANGAH CRES,26444.6627,28896.6707,NO
TB22,BLK 79/80/81 TELOK BLANGAH DRIVE,25135.612,28488.1817,NO
TB23,DEPOT ROAD LORRY PARK,25985.6543,29309.834,NO
TB27,BLK 4001-4008 DEPOT LANE,25595.8755,29374.1443,YES
TB28,BLK 45 TELOK BLANGAH DRIVE,25306,28279.5996,NO
TB29,BLK 45 & 79 ALONG TELOK BLANGAH DRIVE,25069.197,28402.4038,YES
TB3,BLK 12/22 TELOK BLANGAH CRES,26458.5039,28811.9141,YES
TB4A,BLK 18 & 19 TELOK BLANGAH CRESCENT,26789.3262,28899.8419,NO
TB6,BLK 27/33 TELOK BLANGAH WAY,26757.168,28492.5299,YES
TB7,BLK 29/32 TELOK BLANGAH RISE,26673.4648,28437.3189,YES
TB8,BLK 30/31 TELOK BLANGAH RISE,26601.755,28348.037,YES
TB9,BLK 32/35 TELOK BLANGAH RISE,26766.3105,28419.3515,YES
TE1,BLK 115-117 JALAN BUKIT MERAH,27236.0312,29306.6816,YES
TE13,BLK 78/80 MOH GUAN TERRACE/CHAY YAN STREET,27694.6129,29518.2043,YES
TE14,BLK 140/142 JALAN BUKIT MERAH,27503.2019,28827.5456,NO
TE2,BLK 105-107 JALAN BUKIT MERAH,27083.1099,29159.4607,YES
TE21,BLK 76 GUAN CHUAN STREET,27806.9987,29492.094,NO
TE22,BLK 66/73 ENG WATT STREET,27918.1167,29540.7605,YES
TE23,BLK 59 ENG HOON STREET,28023.0859,29632.3616,YES
TE24,KIM PONG ROAD,27642.8184,29641.8672,YES
TE25,BLK 17/31/141/150 KAMPONG BAHRU ROAD,27718.3359,28870.7891,NO
TE26,KERBSIDE TIONG BAHRU EST,27725.5076,29745.9783,YES
TE27,"BLK 77, 72, 71 & 58 SENG POH ROAD",27803.2031,29566.7725,YES
TE28,BLK 81 TIONG POH ROAD/KENG KIAT STREET,27925.02,29451.2566,YES
TE29,BLK 79 PENG NGUAN STREET/CHAY YAN STREET,27776.6895,29392.8223,NO
TE3,BLK 108/110/112 JALAN BUKIT MERAH,27201.2559,29132.8223,NO
TE30,BLK 78 & 79 YONG SIAK STREET/MOH GUAN TERRACE,27652.541,29480.3242,NO
TE4,BLK 132-138 JALAN BUKIT MERAH,27390.6755,28981.1406,NO
TE9,BLK 61/69 SENG POH LANE,27961.4701,29590.094,YES
TGML,BLK 64 AND 65 TEBAN GARDENS RD,17541.2774,33778.08,NO
TGM1,BLK 63A TEBAN GARDENS RD,17493.7022,33714.2794,YES
TGM2,BLK 61 TEBAN GARDENS RD,17424.7554,33821.7982,YES
TGM3,BLK 22A TEBAN GARDENS RD,17539.8244,33945.2298,YES
TGM4,BLK 57A TEBAN GARDENS RD,17308.7145,33863.5119,YES
TG1,BLK 24 & 25 TEBAN GARDENS,17351.3149,33950.9498,YES
TG2,BLK 49 TO 54 TEBAN GARDENS,17347.6784,33758.6936,YES
TG3,BLK 30/31/46/48 TEBAN GARDENS,17500.7539,33654.8242,YES
TG6,"BLK 32, 39/41 TEBAN GARDENS",17736.171,33786.4157,YES
TG7,BLK 33/38/43/45 TEBAN GARDENS,17869.5236,33600.6696,YES
THM,BLK 37B COMMONWEALTH DRIVE,24057.579,31174.2517,YES
TJ1K,ALONG YUNG SHENG ROAD,15558.467,35156.0339,YES
TJ18,BLK 63-66 YUNG KUANG ROAD,15662.8289,34894.8007,YES
TJ27,BLK 151/154 YUNG HO ROAD,15507.4392,34380.5493,YES
TJ28,BLK 364 YUNG AN ROAD,15439.9056,35477.7143,YES
TJ29,BLK 155A YUNG LOH ROAD,15645.0192,34485.0749,YES
TJ30,BLK 163A YUNG PING ROAD,15638.0002,34701.6525,YES
TJ31,BLK 331A KANG CHING ROAD,15708.2643,35640.7797,YES
TJ32,BLK 346A KANG CHING ROAD,15409.2144,35801.6725,YES
TJ33,BLK 328A TAH CHING ROAD,15750.5079,35476.5566,YES
TJ34,BLK 115A HO CHING ROAD,15894.1114,35134.964,YES
TJ35,BLK 183A CORPORATION DRIVE,15665.26,35011.1747,YES
TJ36,BLK 121A YUAN CHING RD,15892.9516,35376.8603,YES
TJ37,BLK 337 TAH CHING ROAD,15670.2177,35606.278,YES
TJ38,175 YUNG KUANG ROAD,15586.8737,34946.2629,YES
TJ39,138 YUAN CHING ROAD,15758.7046,34458.9721,YES
TJ40,164 YUNG KUANG RD,15555.5191,34733.8176,YES
TJ41,BLK 140 CORPORATION DRIVE,15766.9047,34337.8211,YES
TJ42,BLK 150 CORPORATION DRIVE,15650.2468,34383.6425,YES
TM10,BLK 331A TAMPINES STREET 32,42126.6048,37272.8556,NO
TM11,BLK 384A TAMPINES STREET 32,41934.0052,37388.5874,YES
TM12,BLK 390A TAMPINES AVENUE 7,41788.3197,37546.7093,YES
TM13,BLK 374A TAMPINES STREET 34,41998.1122,37604.9556,YES
TM14,BLK 891B TAMPINES AVENUE 8,38823.1951,36807.9012,YES
TM15,BLK 450B TAMPINES STREET 42,41232.7759,37756.7953,YES
TM16,BLK 230A TAMPINES STREET 21,41011.0361,37538.3082,YES
TM17,BLK 842A TAMPINES STREET 82,39648.4301,37036.0523,YES
TM18,BLK 856A TAMPINES STREET 82,39653.7508,37167.0637,NO
TM19,BLK 364A TAMPINES STREET 34,42025.283,37713.9356,YES
TM20,BLK 366A TAMPINES STREET 34,42211.8682,37802.4125,YES
TM21,BLK 340A TAMPINES STREET 33,42150.9608,37058.3057,NO
TM22,BLK 351A TAMPINES STREET 33,42413.1125,37152.4367,YES
TM23,BLK 354A TAMPINES STREET 33,42340.9357,37417.4815,YES
TM24,BLK 359A TAMPINES ST 34,42258.7221,37501.1231,YES
TM25,BLK 497E TAMPINES STREET 45,41930.7103,37865.65,YES
TM26,BLK 497K TAMPINES STREET 45,42056.4696,37988.6087,YES
TM27,BLK 497L TAMPINES STREET 45,42085.7621,38079.9813,YES
TM28,BLK 498K TAMPINES STREET 45,41750.9046,38321.0985,YES
TM29,BLK 498C TAMPINES STREET 45,41998.9929,38083.5573,YES
TM3,BLK 496A TAMPINES STREET 43,41048.1591,38147.3551,YES
TM30,BLK 701A TAMPINES STREET 71,39499.7604,37661.9755,YES
TM31,BLK 716A TAMPINES STREET 71,39500.2011,37869.6384,YES
TM32,BLK 723A TAMPINES STREET 72,39341.6396,37956.2945,YES
TM33,BLK 727A TAMPINES STREET 71,39435.2754,37605.5615,YES
TM34,BLK 730A TAMPINES STREET 71,39141.5755,37700.2172,YES
TM35,BLK 742A TAMPINES STREET 72,39220.1743,37998.2245,YES
TM36,BLK 515 TAMPINES CTRL 7,39769.2878,37693.9606,YES
TM37,BLK 518 TAMPINES CTRL 7,39717.4254,37584.9156,YES
TM4,BLK 494A TAMPINES STREET 43,41225.8231,38349.9868,YES
TM41,BLK 921A TAMPINES ST 91,40030.3277,36628.8151,YES
TM42,BLK 823A TAMPINES STREET 81,39149.9105,36784.3426,YES
TM43,BLK 202A TAMPINES STREET 21,41234.0246,37276.5181,YES
TM44,BLK 499 TAMPINES AVE 9,41688.2888,37919.2972,YES
TM45,BLK 869C TAMPINES AVE 8,39093.7405,37493.1753,YES
TM46,BLK 522 TAMPINES CTRL 7,39699.2218,37846.9485,YES
TM47,BLK 519 TAMPINES CENTRAL 8,39889.1667,37644.1458,YES
TM48,BLK 890 TAMPINES AVE 1,39220.4729,36578.8195,YES
TM49,BLK 494F TAMPINES ST 43,41321.7712,38447.8005,YES
TM5,BLK 492A TAMPINES STREET 45,41439.247,38351.4469,YES
TM50,BLK 870B TAMPINES ST 86,38884.1396,37614.9003,YES
TM51,BLK 879C TAMPINES AVE 8,38621.1252,37032.665,YES
TM52,BLK 492 TAMPINES ST45,41621.1301,38435.0165,YES
TM53,BLK 859B TAMPINES AVE 5,39726.5335,37438.5434,YES
TM54,BLK 875A TAMPINES STREET 86,38750.9399,37292.1188,YES
TM55,BLK 873A BLK 873A TAMPINES STREET 86,38838.0939,37441.3741,YES
TM6,BLK 307A TAMPINES STREET 32,41691.9427,37261.1308,YES
TM7,BLK 311A TAMPINES STREET 33,41833.9252,37212.6124,NO
TM8,BLK 316A TAMPINES STREET 33,41787.0937,37067.9473,YES
TM9,BLK 330A TAMPINES STREET 32,41997.2837,37271.9383,YES
TPB1,BLK 18A LOR 6 TOA PAYOH,30590.6956,35360.7931,YES
TPL,BLK 5/7 TANJONG PAGAR,29078.289,28819.4744,NO
TPM,BLK 1/6 TANJONG PAGAR MSCP,28999.272,28661.7751,YES
TPMA,BLK 60A LORONG 4 TOA PAYOH,29982.6197,35409.3079,YES
TPMB,BLK 156A LORONG 1 TOA PAYOH,29326.8155,35027.9474,YES
TPMC,BLK 110A LORONG 1 TOA PAYOH,29429.1872,36009.9728,YES
TPMD,BLK 161A LORONG 1 TOA PAYOH,29290.1401,34713.1702,YES
TPME,BLK 93A LORONG 4 TOA PAYOH,29839.4181,35624.0957,YES
TPMF,BLK 141A LORONG 2 TOA PAYOH,29366.473,35261.4638,YES
TPMG,BLK 128A LORONG 1 TOA PAYOH,29196.869,35602.2984,YES
TPMH,BLK 260 KIM KEAT AVENUE,30679.7745,34913.8565,YES
TPMJ,BLK 146A LORONG 2 TOA PAYOH,29353.495,35161.8974,YES
TPMK,BLK 194A KIM KEAT AVE,30810.4264,34798.1948,YES
TPML,BLK 233A LOR 8 TOA PAYOH,30849.5226,35599.7494,YES
TPMM,BLK 227A LOR 8 TOA PAYOH,30747.1931,35686.9065,YES
TPMN,BLK 78B TOA PAYOH CENTRAL,29698.2634,35231.2092,YES
TPMP,BLK 138 LORONG 1A TOA PAYOH,29277.9112,35429.2632,YES
TPMQ,BLK 130 LORONG 1 TOA PAYOH,29061.1557,35461.8044,YES
TPMR,BLK 261A TOA PAYOH EAST,30487.836,35104.5323,YES
TPM2,BLK 101C LORONG 2 TOA PAYOH,29532.3014,35715.2153,YES
TPM3,BLK 171A LORONG 1 TOA PAYOH,28992.1869,34772.9821,YES
TPM4,BLK 81C LORONG 4 TOA PAYOH,29783.6897,35326.4304,YES
TPM5,BLK 84C LORONG 2 TOA PAYOH,29560.4287,35333.5642,YES
TPM6,BLK 35A LORONG 5 TOA PAYOH,30371.0062,35230.8425,YES
TPM7,BLK 120A LORONG 2 TOA PAYOH,29402.5995,35779.293,YES
TPM8,BLK 11A LORONG 8 TOA PAYOH,30889.8975,35423.8667,YES
TPM9,BLK 10A LORONG 7 TOA PAYOH,30723.296,35473.1848,YES
TP10,BLK 68 LORONG 5 TOA PAYOH,30256.17,35233.77,YES
TP12,BLK 71/72 LORONG 5 TOA PAYOH,30090.95,35135.49,YES
TP14,BLK 63/64 LORONG 5 TOA PAYOH,30124.42,35341.3,YES
TP15,BLK 53 TO 55 LORONG 5 TOA PAYOH,29949.23,35517.2,YES
TP16,BLK 175/183 TO 185 TOA PAYOH TOWN CENTRE,29669.0734,35049.0624,YES
TP17,BLK 177 TO 179 TOA PAYOH TOWN CENTRE,29699.9143,35107.3661,YES
TP18,BLK 186/191 TO 193 TOA PAYOH TOWN CENTRE,29939.32,34976.48,YES
TP2,BLK 85/A/B/C LORONG 4 TOA PAYOH,29660.7631,35373.4764,YES
TP20,BLK 158-161/163/168-174 LORONG 1 TOA PAYOH,29242.9935,34803.2161,YES
TP22,BLK 148 TO 150 LORONG 1 TOA PAYOH,29193.44,35154.68,YES
TP27,BLK 125/126/131 LORONG 2 TOA PAYOH,29329.7942,35524.3536,YES
TP3,BLK 66/70/73 LORONG 4 TOA PAYOH,30028.99,35280.77,YES
TP3A,BLK 3A LORONG 7 TOA PAYOH,30325.2783,35742.6437,YES
TP30,BLK 116/122 LORONG 1 TOA PAYOH,29448.3398,35862.8984,NO
TP31,BLK 109/111 TO 115 LORONG 1 TOA PAYOH,29396.9527,35917.6634,YES
TP32,BLK 107/108/110-112 LORONG 1 TOA PAYOH,29572.6442,35915.372,NO
TP33,BLK 205 TO 207 TOA PAYOH NORTH,29531.7522,36074.2751,YES
TP34,BLK 49 TO 52 LORONG 5 TOA PAYOH,30127.27,35573.46,YES
TP36,BLK 43 TO 48 LORONG 5/6 TOA PAYOH,30278.0957,35382.7109,NO
TP39,BLK 28 TO 33 TOA PAYOH EAST,30329.012,35012.6167,YES
TP4A,BLK 4A LORONG 7 TOA PAYOH,30471.7791,35715.3312,YES
TP40,BLK 241-259/25-27 KIM KEAT LINK/AVE,30603.6943,34876.733,YES
TP41,BLK 253/254/256 KIM KEAT AVENUE,30773.92,34907.95,YES
TP43,BLK 19 TO 23 LORONG 7 TOA PAYOH,30662.6827,35225.0847,YES
TP48,BLK 8 LORONG 7 TOA PAYOH,30599.96,35527.39,NO
TP49,BLK 4/5 LORONG 7 TOA PAYOH,30495.5625,35670.9258,YES
TP50,BLK 1 TO 3 LORONG 7 TOA PAYOH,30349.5891,35671.9011,YES
TP52,BLK 210 TO 215 LORONG 8 TOA PAYOH,30361.63,35951.68,YES
TP53,BLK 216 TO 221 LORONG 8 TOA PAYOH,30474.3865,36065.9505,YES
TP54,BLK 222 TO 224 LORONG 8 TOA PAYOH,30574.9288,35955.0251,YES
TP56,BLK 1 TO 21 LOR 8 INDUSTRIAL PARK,31018.2569,35434.7302,YES
TP57,BLK 1002 TO 1004 LORONG 8 TOA PAYOH,31025.8295,35236.265,YES
TP59,BLK 1003/1004 TOA PAYOH INDUSTRIAL PK.,31047.58,35155.12,YES
TP60,BLK 236 TO 240 TOA PAYOH LORONG 1,30107.83,35814.16,NO
TP61,BLK 190 TOA PAYOH CENTRAL MSCP,29669.5764,35018.5085,YES
TP62,BLK 199 TO 201 TOA PAYOH NORTH,29907.7722,35952.8982,YES
TP63,BLK 202 TO 204 TOA PAYOH NORTH,29748.8203,35990.7969,YES
TP64,BLK 199 & 203 TOA PAYOH NORTH,29813.3984,36054.5,YES
TP65,BLK 62B LORONG 4 TOA PAYOH,29973.9188,35315.1935,NO
TP66,BLK 19 LOR 6 TOA PAYOH,30567.354,35273.679,NO
TP67,BLK 25-27/257-259 KIM KEAT AVE,30647.8392,34994.1728,YES
TP68,BLK 196 KIM KEAT AVE,30890.764,34815.7549,YES
TP7,BLK 100/103-106 LORONG 1 TOA PAYOH,29719.04,35774.23,YES
TP8,BLK 91-96/98/100 LORONG 3 TOA PAYOH,29684.0801,35728.6552,YES
TP8A,BLK 91-92 LOR 3/4 TOA PAYOH LOR 3 TOA PAYOH,29791.3108,35569.197,YES
TRM,BLK 14A KAMPONG ARANG ROAD,33602.3061,31409.6032,YES
TRS,BLK 14 KAMPONG ARANG ROAD,33581.4137,31444.7784,YES
TR1,BLK 102/107 TOWNER ROAD,31092.8691,33554.6172,NO
TWM1,BLK 154A JALAN TECK WHYE,19566.0155,40125.5448,YES
TWM2,BLK 158A JALAN TECK WHYE,19459.5932,40178.8656,YES
TWM3,BLK 160A JALAN TECK WHYE,19541.9487,40262.0437,YES
TWM4,BLK 165 TECK WHYE CRESCENT,19166.6753,40542.0167,YES
TWM5,BLK 153 JALAN TECK WHYE,19687.1465,40113.8175,YES
TW1,BLK 25/26 TECK WHYE LANE,19301.8301,39963.4141,NO
TW2,BLK 15-20 TECK WHYE LANE,19225.6875,40080.8281,YES
TW3,BLK 8/11 TECK WHYE LANE,19229.041,40255.5469,YES
TW4,BLK 1/7 TECK WHYE AVENUE,19072.5156,40448.2227,YES
TY1,BLK 1A TOH YI DRIVE,21441.5507,35689.479,YES
TY2,BLK 1-19 TOH YI DRIVE,21359.8594,35627.5039,NO
TY3T,BLK 17/18 TOH YI DRIVE,21219.4283,35808.8247,YES
TY4,BLK 21 TOH YI DRIVE,21172.689,35626.0278,NO
T1,BLK 101/108 TAMPINES ST 11,40645.1002,36633.3607,YES
T11,BLK 149/151 TAMPINES STREET 12,40241.5939,36993.2916,NO
T12,BLK 156/160 TAMPINES STREET 12,40513.9859,37022.0319,NO
T13,BLK 161/166 TAMPINES STREET 12,40511.1172,36794.0234,YES
T15,BLK 201A/201C TAMPINES STREET 21,41292.6602,37256.6602,YES
T16,BLK 202/205 TAMPINES STREET 21,41242.6367,37183.9531,YES
T17,BLK 201D/209/208A TAMPINES STREET 21,41349.1055,37121.3281,YES
T18,BLK 201E TAMPINES STREET 21,41423.7376,37254.2715,YES
T19,BLK 210/230 TAMPINES STREET 23,41357.6797,37403.3437,YES
T20,BLK 231/238 TAMPINES STREET 21,40691.5398,37589.1246,YES
T24,BLK 239/244 TAMPINES STREET 21,40682.5014,37392.3908,YES
T25,BLK 245/248 TAMPINES STREET 21,40663.4797,37197.2727,NO
T26,BLK 249/266 TAMPINES STREET 21,40884.9727,37147.543,YES
T27,BLK 251/253 TAMPINES STREET 21,40784.043,37234.2773,YES
T28,BLK 257/260 TAMPINES STREET 21,40918.3711,37369.6133,YES
T29,BLK 255/264 TAMPINES STREET 21,41092.9461,37347.4683,YES
T3,BLK 109/114 TAMPINES ST 11,40700.7059,36530.5002,YES
T30,BLK 267/271 TAMPINES STREET 21,40920.2995,37019.6152,YES
T31,BLK 268-270 TAMPINES STREET 21,40760.3906,37026.1929,YES
T32,BLK 272-275 TAMPINES STREET 22,41035.0411,36785.1588,YES
T33,BLK 276/282 TAMPINES STREET 22,41243.9538,36627.3316,YES
T34,BLK 283/286 TAMPINES STREET 22,41284.2492,36781.636,NO
T35,BLK 287/298/299A/299B TAMPINES STREET 22,41456.957,36778.5156,NO
T37,"BLK 801, 820, 897/898 TAMPINES AVE 4/STREET 81",39523.5039,36609.7734,YES
T38,"BLK 902-916, 942-946 TAMPINES STREET 91",39932.1232,36937.4179,YES
T39,BLK 921-941 TAMPINES STREET 91,39926.9824,36424.8207,NO
T4,BLK 124/127 TAMPINES STREET 11,40964.6909,36395.5354,YES
T41,BLK 821/829 TAMPINES STREET 81,39350.702,36706.421,YES
T42,BLK 824/827 TAMPINES STREET 81,39062.7271,36823.2135,YES
T43,BLK 831/841 TAMPINES STREET 83,39241.8985,37029.2046,YES
T44,BLK 830/840 TAMPINES STREET 82,39357.5533,36980.6496,YES
T45,BLK 843/855 TAMPINES STREET 83,39338.9023,37240.9629,YES
T46,BLK 842/856 TAMPINES STREET 82,39486.3058,37178.0754,NO
T47,BLK 857/864 TAMPINES STREET 83/AVE 5,39527.3164,37445.0986,YES
T47A,BLK 864B TAMPINES STREET 83,39328.7136,37444.6416,YES
T48,BLK 865/874A TAMPINES ST 83/84,39076.7194,37331.671,NO
T49,BLK 875/886A TAMPINES STREET 84 /AVE 8,38918.6987,37122.0189,NO
T49A,BLK 882A TAMPINES STREET 83,39139.9893,37058.3736,YES
T50,BLK 887-889 TAMPINES ST 81/AVENUE 3,38870.9497,36981.7596,NO
T51,BLK 894-896 TAMPINES STREET 81,38948.9356,36763.5017,NO
T54,BLK 513 TAMPINES CENTRAL 1,40286.9005,37300.6184,YES
T55,BLK 501/508 TAMPINES CENTRAL 1,40456.9061,37597.9862,NO
T56,BLK 827A TAMPINES ST 81,39079.6727,36911.3845,NO
T57,BLK 885A TAMPINES ST 83,39101.1472,36984.4555,NO
T58,BLK 872A TAMPINES ST 86,38884.7143,37492.6034,YES
T7,BLK 136/138 TAMPINES ST 11,40518.5548,36401.0077,YES
T7A,BLK 136A TAMPINES ST 11,40498.7308,36344.861,YES
T72,BLK 401/417 TAMPINES STREET 41,40496.7609,37796.9601,YES
T73,BLK 418/424 TAMPINES STREET 41,40642.7732,37796.0139,YES
T74,BLK 425/428 TAMPINES STREET 41,40786.4727,37942.9375,YES
T75,BLK 429/432 TAMPINES STREET 41,41035.8679,37933.5266,NO
T76,BLK 433/443 TAMPINES STREET 43,41168.0391,38026.2765,NO
T77,BLK 472/484 TAMPINES STREET 43/44,41294.1032,38193.2412,NO
T78,BLK 444/450 TAMPINES STREET 42,41120.082,37750.8945,NO
T79,BLK 451/460 TAMPINES STREET 42,41482.7031,37721.6602,NO
T8,BLK 137/139 TAMPINES ST 11,40338.7812,36505.4414,YES
T80,BLK 461/471 TAMPINES STREET 44,41494.2122,37985.4918,YES
T81,BLK 485A/489C TAMPINES ST 45/AVE 9,41871.9858,38044.2348,YES
T9,BLK 140/148 TAMPINES STREET 12,40278.3039,36660.4761,NO
UAM1,BLK 2A JOO SENG RD,33107.6324,35187.5516,YES
UA2,BLK 3 TO 5 UPPER ALJUNIED LANE,33109.332,35098.3344,YES
UA3,BLK 10/11/19 TO 21 JOO SENG ROAD,33265.027,35204.8735,NO
UA4,BLK 8 JOO SENG ROAD,33075.3159,35275.3778,NO
UA5,BLK 12 TO 18 JOO SENG ROAD,33326.6984,35410.4255,NO
UA6,BLK 2 UPPER ALJUNIED LANE,33101.2667,35157.3013,YES
UBA4,UBI AVE 4,34994.9175,35328.5373,NO
UBKM,BLK 13A UPPER BOON KENG ROAD,32179.7655,33010.5845,YES
UBK2,BLK 11/15/18 UPPER BOON KENG,32237.8125,33097.6016,YES
UBK4,BLK 19/20 UPPER BOON KENG,32537.2679,33063.4121,YES
UBK5,BLK 38/39 UPPER BOON KENG,32522.9258,33422.543,YES
UBM1,BLK 5 UPP BOON KENG RD,32374.0247,32770.798,YES
UBM2,BLK 8 UPPER BOON KENG ROAD,32125.5883,32822.4057,YES
UCS,BLK 34 UPPER CROSS STREET CAR PARK,28950.0781,29897.9961,YES
U1,BLK 101/110 BUKIT BATOK WEST AVE 6,18391.6404,36723.769,YES
U10,BLK 178/184 BUKIT BATOK WEST AVENUE 8,18029.1321,36437.8173,YES
U11,BLK 166 BUKIT BATOK WEST AVENUE 8,17982.2826,36616.6603,NO
U12,BLK 201/211 BUKIT BATOK STREET 21,18668.6078,36565.8437,YES
U13,BLK 212/230 BUKIT BATOK STREET 21,19086.17,36658.92,YES
U14,BLK 217/219 BUKIT BATOK STREET 21,19276.68,36568.93,NO
U15,BLK 231/237 BUKIT BATOK EAST AVENUE 5,19332.565,36778.361,YES
U16,BLK 238/241 BUKIT BATOK EAST AVENUE 5,19291.0823,36949.9677,YES
U17,BLK 242/253 BUKIT BATOK EAST AVE 2/5,19484.9573,36912.4024,YES
U18,BLK 254/265 BUKIT BATOK EAST AVE 4,19699.5049,37022.2461,YES
U19,BLK 266/284 BUKIT BATOK EAST AVE 3/4,19653.7625,36736.2392,YES
U2,BLK 111/132 BUKIT BATOK WEST AVE 6,18316.8368,36887.7302,YES
U20,BUKIT BATOK EAST AVE 2/6,19895.4902,36584.6445,NO
U21,BLK 301/309 BUKIT BATOK STREET 31,18569.9729,37715.1464,YES
U22,BLK 310/323 BUKIT BATOK STREET 32/33,18339.7245,38092.0958,YES
U23,BLK 407-426 BUKIT BATOK WEST AVE 2/4,18234.0951,38341.652,YES
U24,BLK 324/336 BUKIT BATOK STREET 32/33,18465.58,38439.7002,YES
U24T,BLK 333/334 BUKIT BATOK WEST AVE 4,18441.4863,38506.9696,YES
U25,BLK 337-353/355-356 BUKIT BATOK ST 34,18728.7311,38350.9289,YES
U26,BLK 354/357-370 BUKIT BATOK ST 31,18742.24,38064.66,YES
U27,BLK 371-373 BUKIT BATOK ST 31,18846.1378,37962.5676,YES
U28,BLK 374-376 BUKIT BATOK ST 31,18790.052,37772.6738,YES
U29,BLK 376 BUKIT BATOK MSCP,18649.5445,37851.9011,YES
